,Return_on_Equity,Payout_Ratio,Operating_Cash_Flow,Total_Debt/Equity_(mrq),Total_Cash_(mrq),discretized FADY
46,-0.1994370340679828,-0.8201327901782199,-0.3912262773390202,-0.4211621908569968,-0.3193462036280069,1
47,-0.0933228441104822,1.209727557167913,-0.2683573135349673,0.0756788894378984,-0.1829270625822674,1
48,0.3218547235933177,-0.8201327901782199,-0.4391499659836003,-0.0915963628569718,-0.3885924513536647,1
49,-0.4112677343204324,-0.8201327901782199,-0.4578456552313595,-0.3507470752422805,-0.3723168899427911,1
50,-0.3037616655440015,2.1723704368789787,0.1586341209613866,-0.3101875488859647,0.2799235945372059,0
51,-0.1894950425041945,0.5910277137848411,-0.2740214856252251,0.5109839699761244,-0.3512279714078423,0
52,-0.208583666306668,-0.8201327901782199,-0.3873049274303802,2.297254939005523,-0.2221746329228075,1
53,-0.2357584432476895,0.306330356546872,2.068767232014464,-0.4291376734005415,6.162187033438022,1
54,-0.2421875977922725,1.5453205313422786,-0.3981975660654913,-0.2492170836517617,-0.3905331760387797,1
55,0.5145305200995351,0.1047359988378634,-0.3210776845289049,0.5115495044985908,-0.3068952502785942,0
56,-0.2527923887936467,1.8089439221925208,-0.3197705678926916,-0.3415647762612258,-0.3691500170256578,2
57,0.0474557564327602,0.147679175627948,-0.2600789081722829,-0.2278616797358231,-0.2579034555776441,0
58,-0.6994529297827763,-0.8201327901782199,-0.5912151226796595,-0.3193173775871276,-0.2779332500962646,1
59,-0.0911356059664488,-0.8201327901782199,-0.3899191607028069,-0.3790285561039288,-0.3680673254300567,1
60,9.296026548618716,-0.0443722539054861,-0.350705661616407,5.875949449362067,-0.3781634245590371,0
61,-0.3170839342394778,-0.3823509601237454,-0.4239041932443534,-0.4005413708595426,-0.3779306458659828,0
62,0.0060970715274008,-0.8201327901782199,-0.2683573135349673,0.4502117473051454,-0.2489712499139349,1
63,-0.1455514397922502,-0.8201327901782199,2.409924674066142,-0.4174368009846833,1.256782086668305,1
64,-0.0378465311845434,0.4693553795462677,-0.3184634512564783,-0.092960590134157,-0.3906252048244058,1
65,-0.3754102847470359,0.4347622649098105,-0.4073473825189846,-0.3863743952887726,-0.1379953613648214,0
66,-0.0339360145027867,0.227998821105699,3.662578117103916,-0.3016348932636109,3.498765708259298,0
67,-0.4392378705865569,-0.8201327901782199,-0.5659442010462018,-0.4961422208222947,-0.1926712869426773,1
68,-0.1826682082970598,1.0610169264318792,-0.2775071299884606,-0.1771229190805096,-0.3539923346872424,1
69,-0.1518480344493161,-0.8201327901782199,-0.4064759714281757,-0.5492421440727366,-0.3160981288412036,1
70,-0.1524445539431434,-0.8201327901782199,-0.2112798870869853,-0.1549804609661949,-0.184551099975669,1
71,0.165301496435531,-0.7362345466346286,0.3455517999398925,-0.3789236155441454,0.0972193877795191,0
72,-0.0594537928498434,0.6136921682018303,-0.3249990344375449,0.1134050206800602,-0.2882188202544751,1
73,-0.11448142877053036,-0.8201327901782199,-0.3310989120732071,-0.13449352100470677,-0.3953332892278772,1
74,-0.0773493776646623,-0.2893074104118952,-0.4103973213368157,-0.5425259482465937,-0.3919785693189072,0
75,-0.0691969445823559,-0.8201327901782199,-0.3838192830671447,-0.2912982481249379,-0.3250303345049127,1
76,-0.1049881142119938,-0.3040194246825723,-0.2901425908051895,-0.1269088612241134,-0.1961900346283809,0
77,0.0106703876467435,-0.8201327901782199,-0.3415558451629137,-0.015566927293839,-0.2922789137379792,1
78,0.0216728583106692,2.209349283559329,-0.3886120440665935,-0.4260419268869287,-0.3518269514960401,1
79,-0.1684180203889633,-0.8201327901782199,-0.3088779292575805,-0.254201760241477,-0.0849434731803672,1
80,-0.0617073109376354,-0.8201327901782199,2.2670132551734854,-0.4869074515613483,4.461278536748683,1
81,-0.0021216414986641,2.3807243687123525,0.0536290845189158,0.6855409526196038,-0.1193189313407023,1
82,-0.0474571230295388,1.0705598546074533,0.0170298187049426,-0.1622213595912551,-0.0911689498550735,1
83,-0.1790228113903375,-0.8201327901782199,-0.2478791529009585,-0.4959323397027278,-0.1293338286000126,1
84,-0.0332069351214422,0.2172630269081779,-0.3541913059796426,0.1088925766093705,-0.2757678669050624,0
85,-0.4782767574603657,-0.8201327901782199,-0.4988520826370987,-0.5272046265182054,-0.3640072319465526,1
86,-0.09104873793636822,0.3826737819514671,-0.3899191607028069,0.0723264316840735,-0.3961361050460155,1
87,-0.046909931641169494,1.5345847371447576,-0.2134584148140075,-0.13452349063051824,-0.2906548763445776,1
88,-0.1556259912435556,-0.8201327901782199,-0.4012475048833224,-0.4945156421456507,-0.3545336804850429,1
89,-0.2166698194452159,-0.8201327901782199,0.3106953563075371,0.3708766841088332,-0.2614222032633477,0
90,-0.1442921208608369,-0.8201327901782199,0.0545004956097247,-0.4740522329878718,0.308344248921735,1
91,0.0091459489402959,1.734588606824504,-0.1903660209075721,-0.1987931446757986,-0.1553184268944391,1
92,-0.2433806367799272,-0.8201327901782199,-0.4456598425374881,-0.4924693012298728,-0.3564283907773449,1
93,0.1494605898772283,0.1719341180741996,-0.4291326597892067,3.5567146682956703,-0.3862538375071663,0
94,-0.1374652866537023,-0.8201327901782199,-0.2844784187149317,-0.5291984971540915,-0.0746579030221566,1
95,-0.3725602471654167,0.6975904117454216,-0.3768479943406736,0.0827623772232834,-0.3775679441814565,4
96,-0.3588402988073887,-0.8201327901782199,-0.1816519099994832,-0.0433237053565701,-0.3307144653818186,1
97,-0.285799800785424,-0.8201327901782199,-0.3947119217022558,-0.2933970593206075,-0.2113477169667965,1
98,-0.2246896926400051,1.7560601952195465,-0.252236208355003,0.2712356225944171,-0.3803829423300193,2
99,-0.2695612145645697,-0.8201327901782199,-0.411704437973029,-0.5472482734368505,-0.2219039600239072,1
100,-0.472576682297127,-0.8201327901782199,-0.4494064745224209,0.2430066120126604,-0.3347745588653227,1
