,Operating_Cash_Flow,Total_Cash_(mrq),Return_on_Equity,Trailing_Annual_Dividend_Yield,Total_Debt/Equity_(mrq),discretized FADY
54,-0.3981975660654913,-0.3905331760387797,-0.2421875977922725,0.6052364967388727,-0.2492170836517617,1
55,-0.3210776845289049,-0.3068952502785942,0.5145305200995351,-0.1163757804172133,0.5115495044985908,0
56,-0.3197705678926916,-0.3691500170256578,-0.2527923887936467,1.4378660473035874,-0.3415647762612258,2
57,-0.2600789081722829,-0.2579034555776441,0.0474557564327602,-0.0932471817904157,-0.2278616797358231,0
58,-0.5912151226796595,-0.2779332500962646,-0.6994529297827763,-0.5465677148756493,-0.3193173775871276,1
59,-0.3899191607028069,-0.3680673254300567,-0.0911356059664488,-0.5465677148756493,-0.3790285561039288,1
60,-0.350705661616407,-0.3781634245590371,9.296026548618716,-0.1533815382200896,5.875949449362067,0
61,-0.4239041932443534,-0.3779306458659828,-0.3170839342394778,-0.3430360469598301,-0.4005413708595426,0
62,-0.2683573135349673,-0.2489712499139349,0.0060970715274008,-0.5465677148756493,0.4502117473051454,1
63,2.409924674066142,1.256782086668305,-0.1455514397922502,-0.5465677148756493,-0.4174368009846833,1
64,-0.3184634512564783,-0.3906252048244058,-0.0378465311845434,0.2213017595340319,-0.092960590134157,1
65,-0.4073473825189846,-0.1379953613648214,-0.3754102847470359,-0.2736502510794372,-0.3863743952887726,0
66,3.662578117103916,3.498765708259298,-0.0339360145027867,-0.1996387354736848,-0.3016348932636109,0
67,-0.5659442010462018,-0.1926712869426773,-0.4392378705865569,-0.5465677148756493,-0.4961422208222947,1
68,-0.2775071299884606,-0.3539923346872424,-0.1826682082970598,0.4664649049780868,-0.1771229190805096,1
69,-0.4064759714281757,-0.3160981288412036,-0.1518480344493161,-0.5465677148756493,-0.5492421440727366,1
70,-0.2112798870869853,-0.184551099975669,-0.1524445539431434,-0.5465677148756493,-0.1549804609661949,1
71,0.3455517999398925,0.0972193877795191,0.165301496435531,-0.5326905556995707,-0.3789236155441454,0
72,-0.3249990344375449,-0.2882188202544751,-0.0594537928498434,0.2721846765129868,0.1134050206800602,1
73,-0.3310989120732071,-0.3953332892278772,-0.11448142877053036,-0.5465677148756493,-0.13449352100470677,1
74,-0.4103973213368157,-0.3919785693189072,-0.0773493776646623,-0.3661646455866277,-0.5425259482465937,0
75,-0.3838192830671447,-0.3250303345049127,-0.0691969445823559,-0.5465677148756493,-0.2912982481249379,1
76,-0.2901425908051895,-0.1961900346283809,-0.1049881142119938,-0.0654928634382585,-0.1269088612241134,0
77,-0.3415558451629137,-0.2922789137379792,0.0106703876467435,-0.5465677148756493,-0.015566927293839,1
78,-0.3886120440665935,-0.3518269514960401,0.0216728583106692,0.679248012344625,-0.4260419268869287,1
79,-0.3088779292575805,-0.0849434731803672,-0.1684180203889633,-0.5465677148756493,-0.254201760241477,1
80,2.2670132551734854,4.461278536748683,-0.0617073109376354,-0.5465677148756493,-0.4869074515613483,1
81,0.0536290845189158,-0.1193189313407023,-0.0021216414986641,0.7810138463025347,0.6855409526196038,1
82,0.0170298187049426,-0.0911689498550735,-0.0474571230295388,0.5034706627809631,-0.1622213595912551,1
83,-0.2478791529009585,-0.1293338286000126,-0.1790228113903375,-0.5465677148756493,-0.4959323397027278,1
84,-0.3541913059796426,-0.2757678669050624,-0.0332069351214422,-0.0978729015157753,0.1088925766093705,0
85,-0.4988520826370987,-0.3640072319465526,-0.4782767574603657,-0.5465677148756493,-0.5272046265182054,1
86,-0.3899191607028069,-0.3961361050460155,-0.09104873793636822,0.2999389948651439,0.0723264316840735,1
87,-0.2134584148140075,-0.2906548763445776,-0.046909931641169494,0.4710906247034464,-0.13452349063051824,1
88,-0.4012475048833224,-0.3545336804850429,-0.1556259912435556,-0.5465677148756493,-0.4945156421456507,1
89,0.3106953563075371,-0.2614222032633477,-0.2166698194452159,-0.3569132061359087,0.3708766841088332,0
90,0.0545004956097247,0.308344248921735,-0.1442921208608369,-0.5465677148756493,-0.4740522329878718,1
91,-0.1903660209075721,-0.1553184268944391,0.0091459489402959,0.9059082788872418,-0.1987931446757986,1
92,-0.4456598425374881,-0.3564283907773449,-0.2433806367799272,-0.5465677148756493,-0.4924693012298728,1
93,-0.4291326597892067,-0.3862538375071663,0.1494605898772283,-0.2921531299808753,3.5567146682956703,0
94,-0.2844784187149317,-0.0746579030221566,-0.1374652866537023,-0.5465677148756493,-0.5291984971540915,1
95,-0.3768479943406736,-0.3775679441814565,-0.3725602471654167,3.3251596952502736,0.0827623772232834,4
96,-0.1816519099994832,-0.3307144653818186,-0.3588402988073887,-0.5465677148756493,-0.0433237053565701,1
97,-0.3947119217022558,-0.2113477169667965,-0.285799800785424,-0.5465677148756493,-0.2933970593206075,1
98,-0.252236208355003,-0.3803829423300193,-0.2246896926400051,1.0030483931197918,0.2712356225944171,2
99,-0.411704437973029,-0.2219039600239072,-0.2695612145645697,-0.5465677148756493,-0.5472482734368505,1
100,-0.4494064745224209,-0.3347745588653227,-0.472576682297127,-0.5465677148756493,0.2430066120126604,1
