,Total_Cash_(mrq),Profit_Margin,Payout_Ratio,Total_Debt/Equity_(mrq),Trailing_Annual_Dividend_Yield,discretized FADY
89,-0.2614222032633477,-0.3053298559954046,-0.8201327901782199,0.3708766841088332,-0.3569132061359087,0
90,0.308344248921735,-0.2244358405369942,-0.8201327901782199,-0.4740522329878718,-0.5465677148756493,1
91,-0.1553184268944391,1.5451207476157307,1.734588606824504,-0.1987931446757986,0.9059082788872418,1
92,-0.3564283907773449,-0.4051834063268798,-0.8201327901782199,-0.4924693012298728,-0.5465677148756493,1
93,-0.3862538375071663,0.2704080196499998,0.1719341180741996,3.5567146682956703,-0.2921531299808753,0
94,-0.0746579030221566,1.338461817499323,-0.8201327901782199,-0.5291984971540915,-0.5465677148756493,1
95,-0.3775679441814565,-1.0725590338587645,0.6975904117454216,0.0827623772232834,3.3251596952502736,4
96,-0.3307144653818186,-1.6584086614364704,-0.8201327901782199,-0.0433237053565701,-0.5465677148756493,1
97,-0.2113477169667965,-0.8722199487000454,-0.8201327901782199,-0.2933970593206075,-0.5465677148756493,1
98,-0.3803829423300193,-0.1903086777654774,1.7560601952195465,0.2712356225944171,1.0030483931197918,2
99,-0.2219039600239072,-0.6036265379982926,-0.8201327901782199,-0.5472482734368505,-0.5465677148756493,1
100,-0.3347745588653227,-1.535803669257317,-0.8201327901782199,0.2430066120126604,-0.5465677148756493,1
