,Return_on_Equity,Trailing_Annual_Dividend_Yield,Total_Cash_(mrq),Profit_Margin,Levered_Free_Cash_Flow,discretized FADY
32,-0.2983267101557972,-0.5465677148756493,-0.3117673624587992,-0.959433809116144,-0.3879266413274343,1
33,-0.0878216087785193,0.0501501296957295,-0.3585937739685471,0.720380980637407,-0.2936950477924324,0
34,-0.3079373020007926,-0.5465677148756493,-0.3342332130675222,-1.041591793566092,-0.4200669143533551,1
35,-0.1710692181393068,-0.5465677148756493,-0.3098726521664972,-0.2326516389819891,-0.4153858604040881,1
36,-0.1522457141118676,1.9513209368184947,-0.375186022671134,1.6702536777779589,-0.4584510258551267,3
37,-0.2038777902998083,-0.5465677148756493,-0.3855365543250806,-0.6851525379524716,-0.4265124880717035,1
38,0.0419545211007974,0.5451021403091987,-0.1615439035691455,0.7728356937862199,-0.2452520454821849,1
39,-0.2075231872065306,-0.2967788497062348,-0.3353159046631233,-0.106254739828223,-0.3268751863610951,0
40,0.1733213696303202,-0.5465677148756493,-0.3493908954059376,0.3993328567868411,-0.418985905438788,1
41,-0.2364212426852753,1.11869138625378,-0.3893692825735085,-0.288898259105415,-0.6991563411014899,2
42,-0.066280627056978,0.4387105866259296,-0.3895181526679037,0.0511093996182157,-0.3879266413274343,1
43,-0.1208737090963006,-0.5465677148756493,-0.3117673624587992,0.4732750427917943,-0.3434652556454264,1
44,-0.196984676148915,-0.491059078171335,-0.3323385027752202,-0.3697922745638253,-0.2930314450210591,0
45,-0.1147312659445064,1.1603228637820155,-0.1818443709866663,0.4227162831302878,0.1568912339700063,2
46,-0.1994370340679828,-0.5465677148756493,-0.3193462036280069,0.2343849033911764,-0.5611269646558533,1
47,-0.0933228441104822,0.3970791090976939,-0.1829270625822674,0.0068704849143975,-0.1808825766589794,1
48,0.3218547235933177,-0.5465677148756493,-0.3885924513536647,0.5162499885040748,-0.4160395091338908,1
49,-0.4112677343204324,-0.5465677148756493,-0.3723168899427911,-2.5254913896313056,-0.4288377521825953,1
50,-0.3037616655440015,0.4849677838795249,0.2799235945372059,-1.1294376384779594,-0.7522445628113502,0
51,-0.1894950425041945,-0.2921531299808753,-0.3512279714078423,0.1749783607889065,-0.1702649323170073,0
52,-0.208583666306668,-0.5465677148756493,-0.2221746329228075,0.4663232133383372,-0.3693457637289832,1
53,-0.2357584432476895,7.3079043787848255,6.162187033438022,-0.7925899022331727,1.1383597328310473,1
54,-0.2421875977922725,0.6052364967388727,-0.3905331760387797,-0.1011988638620723,-0.3832814219278215,1
55,0.5145305200995351,-0.1163757804172133,-0.3068952502785942,0.9952942362968484,-0.2731233618798616,0
56,-0.2527923887936467,1.4378660473035874,-0.3691500170256578,-0.2377075149481397,-0.2936950477924324,2
57,0.0474557564327602,-0.0932471817904157,-0.2579034555776441,0.6521266550943732,-0.2173807290845083,0
58,-0.6994529297827763,-0.5465677148756493,-0.2779332500962646,-0.932890460293853,-0.612887980822967,1
59,-0.0911356059664488,-0.5465677148756493,-0.3680673254300567,-0.2446593444015968,-0.3773089969854623,1
60,9.296026548618716,-0.1533815382200896,-0.3781634245590371,2.0671399411207845,-0.3102851170767637,0
61,-0.3170839342394778,-0.3430360469598301,-0.3779306458659828,-1.5718267855161403,-0.3567373110728914,0
62,0.0060970715274008,-0.5465677148756493,-0.2489712499139349,-0.4607980419545369,-0.2220259484841211,1
63,-0.1455514397922502,-0.5465677148756493,1.256782086668305,0.5472172287967476,1.4986960376867235,1
64,-0.0378465311845434,0.2213017595340319,-0.3906252048244058,0.8455139107996354,-0.3195755558759893,1
65,-0.3754102847470359,-0.2736502510794372,-0.1379953613648214,-3.3047282729142733,-0.7953787429506116,0
66,-0.0339360145027867,-0.1996387354736848,3.498765708259298,1.298646794265887,2.8909346520278083,0
67,-0.4392378705865569,-0.5465677148756493,-0.1926712869426773,-3.334431544215408,-0.5286104288585639,1
68,-0.1826682082970598,0.4664649049780868,-0.3539923346872424,-0.1132065692816801,-0.1636289046032748,1
69,-0.1518480344493161,-0.5465677148756493,-0.3160981288412036,0.4966584691352411,-0.3924869195723113,1
70,-0.1524445539431434,-0.5465677148756493,-0.184551099975669,-0.0594878871413295,0.7415252755498422,1
71,0.165301496435531,-0.5326905556995707,0.0972193877795191,1.7277642668929227,0.4813929891715269,0
72,-0.0594537928498434,0.2721846765129868,-0.2882188202544751,0.4214523141387502,-0.3434652556454264,1
73,-0.11448142877053036,-0.5465677148756493,-0.3953332892278772,0.0062385004186287,-0.3408108445599334,1
74,-0.0773493776646623,-0.3661646455866277,-0.3919785693189072,0.4043887327529918,-0.4325313652080589,0
75,-0.0691969445823559,-0.5465677148756493,-0.3250303345049127,0.7538761589131551,-0.4382595843305528,1
76,-0.1049881142119938,-0.0654928634382585,-0.1961900346283809,-0.1738770808754879,-0.4596090126911731,0
77,0.0106703876467435,-0.5465677148756493,-0.2922789137379792,-0.3944396698988097,-0.2956858561065522,1
78,0.0216728583106692,0.679248012344625,-0.3518269514960401,1.0515408564202742,-0.3434652556454264,1
79,-0.1684180203889633,-0.5465677148756493,-0.0849434731803672,-0.1157345072647555,-0.1576564796609155,1
80,-0.0617073109376354,-0.5465677148756493,4.461278536748683,0.6445428411451474,3.1338132663504186,1
81,-0.0021216414986641,0.7810138463025347,-0.1193189313407023,-0.3609444916230616,-0.0375443780423567,1
82,-0.0474571230295388,0.5034706627809631,-0.0911689498550735,0.3430862366634153,0.1967074002524014,1
83,-0.1790228113903375,-0.5465677148756493,-0.1293338286000126,0.9927662983137728,-0.2206987429413746,1
84,-0.0332069351214422,-0.0978729015157753,-0.2757678669050624,-0.3799040264961266,-0.3501012833591589,0
85,-0.4782767574603657,-0.5465677148756493,-0.3640072319465526,-2.9937919009960083,-0.4733382904281143,1
86,-0.09104873793636822,0.2999389948651439,-0.3961361050460155,-0.035472476302114,-0.3852722302419413,1
87,-0.046909931641169494,0.4710906247034464,-0.2906548763445776,-0.2080042436470046,-0.2784321840508476,1
88,-0.1556259912435556,-0.5465677148756493,-0.3545336804850429,0.3974369032995347,-0.3666913526434902,1
89,-0.2166698194452159,-0.3569132061359087,-0.2614222032633477,-0.3053298559954046,0.1124298482879983,0
90,-0.1442921208608369,-0.5465677148756493,0.308344248921735,-0.2244358405369942,-0.3481104750450391,1
91,0.0091459489402959,0.9059082788872418,-0.1553184268944391,1.5451207476157307,-0.4641334563863959,1
92,-0.2433806367799272,-0.5465677148756493,-0.3564283907773449,-0.4051834063268798,-0.4183986169861227,1
93,0.1494605898772283,-0.2921531299808753,-0.3862538375071663,0.2704080196499998,-0.4271449015128222,0
94,-0.1374652866537023,-0.5465677148756493,-0.0746579030221566,1.338461817499323,-0.1948182348578177,1
95,-0.3725602471654167,3.3251596952502736,-0.3775679441814565,-1.0725590338587645,-0.2432612371680652,4
96,-0.3588402988073887,-0.5465677148756493,-0.3307144653818186,-1.6584086614364704,0.9717954372163607,1
97,-0.285799800785424,-0.5465677148756493,-0.2113477169667965,-0.8722199487000454,-0.3421380501026799,1
98,-0.2246896926400051,1.0030483931197918,-0.3803829423300193,-0.1903086777654774,-0.523301606687578,2
99,-0.2695612145645697,-0.5465677148756493,-0.2219039600239072,-0.6036265379982926,-0.3474468722736659,1
100,-0.472576682297127,-0.5465677148756493,-0.3347745588653227,-1.535803669257317,-0.4169300640530737,1
