,Total_Debt/Equity_(mrq),Trailing_Annual_Dividend_Yield,Return_on_Equity,5_Year_Average_Dividend_Yield,Operating_Cash_Flow,discretized FADY
81,0.6855409526196038,0.7810138463025347,-0.0021216414986641,0.750473218725533,0.0536290845189158,1
82,-0.1622213595912551,0.5034706627809631,-0.0474571230295388,0.5578976105879169,0.0170298187049426,1
83,-0.4959323397027278,-0.5465677148756493,-0.1790228113903375,-0.17894180928703085,-0.2478791529009585,1
84,0.1088925766093705,-0.0978729015157753,-0.0332069351214422,-0.8251453933095062,-0.3541913059796426,0
85,-0.5272046265182054,-0.5465677148756493,-0.4782767574603657,-0.2990502627608409,-0.4988520826370987,1
86,-0.1523904302614092,0.2999389948651439,-0.15875309320285672,-0.6150629117048344,-0.3899191607028069,1
87,-0.13233037950877327,0.4710906247034464,-0.11807898523501138,0.0151845331091813,-0.2134584148140075,1
88,-0.4945156421456507,-0.5465677148756493,-0.1556259912435556,-0.20731725725753458,-0.4012475048833224,1
89,0.3708766841088332,-0.3569132061359087,-0.2166698194452159,0.04242466645550639,0.3106953563075371,0
90,-0.4740522329878718,-0.5465677148756493,-0.1442921208608369,0.2503876685336003,0.0545004956097247,1
91,-0.1987931446757986,0.9059082788872418,0.0091459489402959,0.6279251044561409,-0.1903660209075721,1
92,-0.4924693012298728,-0.5465677148756493,-0.2433806367799272,0.7630295981232968,-0.4456598425374881,1
93,3.5567146682956703,-0.2921531299808753,0.1494605898772283,0.8064364198218179,-0.4291326597892067,0
94,-0.5291984971540915,-0.5465677148756493,-0.1374652866537023,0.9438230986436129,-0.2844784187149317,1
95,0.0827623772232834,3.3251596952502736,-0.3725602471654167,2.299831520559988,-0.3768479943406736,4
96,-0.0433237053565701,-0.5465677148756493,-0.3588402988073887,1.149272543592435,-0.1816519099994832,1
97,-0.2933970593206075,-0.5465677148756493,-0.285799800785424,1.0704555307066481,-0.3947119217022558,1
98,0.2712356225944171,1.0030483931197918,-0.2246896926400051,0.7417197819920052,-0.252236208355003,2
99,-0.5472482734368505,-0.5465677148756493,-0.2695612145645697,0.9826479415500652,-0.411704437973029,1
100,0.2430066120126604,-0.5465677148756493,-0.472576682297127,0.9902979910637033,-0.4494064745224209,1
