,Trailing_Annual_Dividend_Yield,Payout_Ratio,Return_on_Equity,Total_Cash_(mrq),Levered_Free_Cash_Flow,discretized FADY
41,-0.30346513451106,0.5606756016168756,-0.1928718316476231,,-0.0832193926907581,0
42,-0.5784495343141292,-0.8462170046432139,-0.2103564452510873,-0.1587921939671978,-0.3236289319038423,2
43,6.942615014685607,0.2768392798129239,-0.2352477354504634,6.247143656910272,1.4497816950186484,2
44,0.6662166963734474,1.5120822668815177,-0.2411366504488524,-0.3277196582163938,-0.3400204913956435,2
45,1.6214256641104243,1.774908358160875,-0.2508503246729992,-0.3062642407313674,-0.2346461803769215,4
46,-0.1201422013090138,0.0758546217757683,0.451994715907921,-0.243799101217999,-0.210449116365215,1
47,-0.5784495343141292,-0.8462170046432139,-0.6599781409012813,-0.2147392319661277,-0.6100909477843679,2
48,-0.0960207627297971,0.1186679217126772,0.0241680767981564,-0.1946417522966092,-0.1448828783980102,1
49,-0.5784495343141292,-0.8462170046432139,-0.0964636149729663,-0.3046347153527577,-0.3611336005715354,2
50,-0.139439352172387,-0.0728026696718319,8.495584788604363,-0.3153081065826507,-0.2541599416766849,0
51,0.2754493913901384,0.4393712517956336,-0.0539662902423241,-0.3278119979878484,-0.2650876480045523,1
52,0.4925423386030879,1.0292433842597115,-0.1866186538658286,-0.2910553371976777,-0.0816582917867771,2
53,-0.5784495343141292,-0.8462170046432139,-0.0137152526760159,-0.1856793627142563,-0.150346731561944,2
54,-0.5784495343141292,-0.8462170046432139,-0.158388288151902,-0.2530330783634535,-0.3508482872656561,2
55,-0.28899227136353,0.4048827601797903,-0.3631646828896963,-0.0743284618425998,-0.8247423220817643,0
56,-0.5784495343141292,-0.8462170046432139,-0.1589346823270103,-0.1210415226960752,0.9830125247283096,2
57,0.3381651316961016,0.5832715099169108,-0.0737579014740232,-0.2250595593639885,-0.2931874642762115,2
58,-0.3903023133962397,-0.3169970470897568,-0.0901497267272709,-0.3291699358033564,-0.3979498237405728,0
59,-0.5784495343141292,-0.8462170046432139,-0.0826823396674581,-0.2619954679458063,-0.4046875352421551,2
60,-0.5784495343141292,-0.8462170046432139,,-0.3325359920604376,-0.2900652624682494,2
61,-0.5784495343141292,-0.8462170046432139,-0.0095262306668526,-0.2291333728105125,-0.2369878317328931,2
62,0.7482295875427838,2.1741027381281643,0.0005517063406996,-0.2888826366928648,-0.2931874642762115,3
63,-0.0429535978555206,-0.3316645665125867,-0.1154659901739534,-0.1327197879094441,-0.4297994043835945,1
64,-0.5784495343141292,-0.8462170046432139,-0.0758220572466544,4.54048741037981,3.79689690415418,2
65,0.8061210401329036,2.34495951843194,-0.0212433501997297,-0.0555889199885893,0.0666462940914241,3
66,-0.5784495343141292,-0.8462170046432139,-0.1735659041271313,-0.0210972994746859,-0.0746333377188623,2
67,0.5793795174882675,1.038757450912358,-0.0627693075079572,-0.0273438134260227,0.3421806036440822,2
68,-0.5784495343141292,-0.8462170046432139,-0.1832795783512781,-0.0656376598233485,-0.1487856306579629,2
69,-0.0911964750139538,0.188041324388224,-0.0497165577692599,-0.2125665314613149,-0.3002124183441263,0
70,-0.5784495343141292,-0.8462170046432139,-0.45738732286392,-0.3011040770324369,-0.4459482126848267,2
71,0.420178022865438,0.3529518130340953,,-0.333341520772597,-0.3423621427516151,2
72,-0.5784495343141292,-0.8462170046432139,-0.7762386792715381,-0.273130558032972,-0.3376788400396718,2
73,-0.3710051625328665,-0.8462170046432139,-0.2177631218469992,-0.19817239061693,0.2430506962412845,0
74,-0.5784495343141292,-0.8462170046432139,-0.2422294387990689,-0.2934996252655921,-0.3813264407645305,2
75,0.9894439733349498,1.700777922159005,-0.0109225713365737,-0.0917100658811023,-0.435121197365266,3
76,-0.3131137099427465,0.1428495077881535,0.1176014807416682,-0.3234258588437575,-0.3916140957217657,0
77,-0.5784495343141292,-0.8462170046432139,-0.1452141174854029,-0.0107769720768251,-0.1183441630303321,2
78,-0.5784495343141292,-0.8462170046432139,-0.3479870669144669,-0.26769880677094,1.2538635315690243,2
79,-0.5784495343141292,-0.8462170046432139,-0.281084135695656,-0.1479286914431337,-0.2916263633722304,2
80,1.0473354259250698,1.7221845721274596,-0.2251090879790102,-0.3175351246000838,-0.5047166367656459,3
81,-0.5784495343141292,-0.8462170046432139,-0.2662100720399312,-0.1585206064040962,-0.2978707669881547,2
82,-0.5784495343141292,-0.8462170046432139,-0.4521662229684411,-0.271772620217464,-0.3791830492233645,2
