,Total_Cash_(mrq),Total_Debt/Equity_(mrq),Operating_Cash_Flow,5_Year_Average_Dividend_Yield,Trailing_Annual_Dividend_Yield,discretized FADY
38,-0.1615439035691455,0.1757921834713402,-0.3450414895261492,0.6150863843374472,0.5451021403091987,1
39,-0.3353159046631233,-0.3985475002236565,-0.3790265220676958,0.8392644801309395,-0.2967788497062348,0
40,-0.3493908954059376,0.1279917584899641,-0.4354486473753895,0.8633877670799505,-0.5465677148756493,1
41,-0.3893692825735085,0.3374531158177942,-0.3001638183494917,1.2669259860036846,1.11869138625378,2
42,-0.3895181526679037,-0.4712713081536095,-0.4151900823362646,0.3828288759173572,0.4387105866259296,1
43,-0.3117673624587992,6.927510389100895,-0.3764122887952691,0.6136422437396841,-0.5465677148756493,1
44,-0.3323385027752202,0.2105275087596728,-0.3842549886125491,0.9159069259813316,-0.491059078171335,0
45,-0.1818443709866663,0.0364835903587678,-0.1093247894623457,1.8008856267488926,1.1603228637820155,2
46,-0.3193462036280069,-0.4211621908569968,-0.3912262773390202,0.5514422428595583,-0.5465677148756493,1
47,-0.1829270625822674,0.0756788894378984,-0.2683573135349673,0.0852120269774053,0.3970791090976939,1
48,-0.3885924513536647,-0.0915963628569718,-0.4391499659836003,0.26566955035234935,-0.5465677148756493,1
49,-0.3723168899427911,-0.3507470752422805,-0.4578456552313595,0.2842294839213819,-0.5465677148756493,1
50,0.2799235945372059,-0.3101875488859647,0.1586341209613866,0.9605557003302052,0.4849677838795249,0
51,-0.20194174956128835,-0.13610035607251392,-0.2740214856252251,-1.096501932048874,-0.2921531299808753,0
52,-0.2221746329228075,-0.05079419967344658,-0.3873049274303802,-0.4832568077271003,-0.5465677148756493,1
53,6.162187033438022,-0.4291376734005415,2.068767232014464,0.4950444851991113,7.3079043787848255,1
54,-0.3905331760387797,-0.2492170836517617,-0.3981975660654913,0.2777876351150212,0.6052364967388727,1
55,-0.3068952502785942,0.5115495044985908,-0.3210776845289049,-0.3174460627648824,-0.1163757804172133,0
56,-0.3691500170256578,-0.3415647762612258,-0.3197705678926916,2.658722426634636,1.4378660473035874,2
57,-0.2579034555776441,-0.2278616797358231,-0.2600789081722829,-0.4399941770342744,-0.0932471817904157,0
58,-0.2779332500962646,-0.3193173775871276,-0.5912151226796595,-0.2532369379862018,-0.5465677148756493,1
59,-0.3680673254300567,-0.3790285561039288,-0.3899191607028069,-0.5129168629922143,-0.5465677148756493,1
60,-0.3781634245590371,0.05204588845139435,-0.350705661616407,-0.5275285443695543,-0.1533815382200896,0
61,-0.3779306458659828,-0.4005413708595426,-0.4239041932443534,-1.0877484953153462,-0.3430360469598301,0
62,-0.2489712499139349,0.4502117473051454,-0.2683573135349673,-1.359105034054714,-0.5465677148756493,1
63,1.256782086668305,-0.4174368009846833,2.409924674066142,-0.9569397535666235,-0.5465677148756493,1
64,-0.3906252048244058,-0.092960590134157,-0.3184634512564783,-0.3787201198995784,0.2213017595340319,1
65,-0.1379953613648214,-0.3863743952887726,-0.4073473825189846,-1.367858470788242,-0.2736502510794372,0
66,3.498765708259298,-0.3016348932636109,3.662578117103916,-0.7726247729083382,-0.1996387354736848,0
67,-0.1926712869426773,-0.4961422208222947,-0.5659442010462018,-0.9453821506913865,-0.5465677148756493,1
68,-0.3539923346872424,-0.1771229190805096,-0.2775071299884606,0.1902532677797411,0.4664649049780868,1
69,-0.3160981288412036,-0.5492421440727366,-0.4064759714281757,-0.6338952884304928,-0.5465677148756493,1
70,-0.184551099975669,-0.1549804609661949,-0.2112798870869853,-0.8559678689048305,-0.5465677148756493,1
71,0.0972193877795191,-0.3789236155441454,0.3455517999398925,-1.516666895258218,-0.5326905556995707,0
72,-0.2882188202544751,0.1134050206800602,-0.3249990344375449,-0.5275285443695543,0.2721846765129868,1
73,-0.3953332892278772,-0.3341491295346854,-0.3310989120732071,-1.0599328526547687,-0.5465677148756493,1
74,-0.3919785693189072,-0.5425259482465937,-0.4103973213368157,-1.359105034054714,-0.3661646455866277,0
75,-0.3250303345049127,-0.2912982481249379,-0.3838192830671447,-0.8872189530102053,-0.5465677148756493,1
76,-0.1961900346283809,-0.1269088612241134,-0.2901425908051895,-0.3174460627648824,-0.0654928634382585,0
77,-0.2922789137379792,-0.015566927293839,-0.3415558451629137,-0.3139394704151748,-0.5465677148756493,1
78,-0.3518269514960401,-0.4260419268869287,-0.3886120440665935,0.7242129085249491,0.679248012344625,1
79,-0.0849434731803672,-0.254201760241477,-0.3088779292575805,0.151173743631876,-0.5465677148756493,1
80,4.461278536748683,-0.4869074515613483,2.2670132551734854,0.22407281157663056,-0.5465677148756493,1
81,-0.1193189313407023,0.6855409526196038,0.0536290845189158,0.750473218725533,0.7810138463025347,1
82,-0.0911689498550735,-0.1622213595912551,0.0170298187049426,0.5578976105879169,0.5034706627809631,1
83,-0.1293338286000126,-0.4959323397027278,-0.2478791529009585,-0.17894180928703085,-0.5465677148756493,1
84,-0.2757678669050624,0.1088925766093705,-0.3541913059796426,-0.8251453933095062,-0.0978729015157753,0
85,-0.3640072319465526,-0.5272046265182054,-0.4988520826370987,-0.2990502627608409,-0.5465677148756493,1
86,-0.3961361050460155,-0.1523904302614092,-0.3899191607028069,-0.6150629117048344,0.2999389948651439,1
87,-0.2906548763445776,-0.13233037950877327,-0.2134584148140075,0.0151845331091813,0.4710906247034464,1
88,-0.3545336804850429,-0.4945156421456507,-0.4012475048833224,-0.20731725725753458,-0.5465677148756493,1
89,-0.2614222032633477,0.3708766841088332,0.3106953563075371,0.04242466645550639,-0.3569132061359087,0
90,0.308344248921735,-0.4740522329878718,0.0545004956097247,0.2503876685336003,-0.5465677148756493,1
91,-0.1553184268944391,-0.1987931446757986,-0.1903660209075721,0.6279251044561409,0.9059082788872418,1
92,-0.3564283907773449,-0.4924693012298728,-0.4456598425374881,0.7630295981232968,-0.5465677148756493,1
93,-0.3862538375071663,3.5567146682956703,-0.4291326597892067,0.8064364198218179,-0.2921531299808753,0
94,-0.0746579030221566,-0.5291984971540915,-0.2844784187149317,0.9438230986436129,-0.5465677148756493,1
95,-0.3775679441814565,0.0827623772232834,-0.3768479943406736,2.299831520559988,3.3251596952502736,4
96,-0.3307144653818186,-0.0433237053565701,-0.1816519099994832,1.149272543592435,-0.5465677148756493,1
97,-0.2113477169667965,-0.2933970593206075,-0.3947119217022558,1.0704555307066481,-0.5465677148756493,1
98,-0.3803829423300193,0.2712356225944171,-0.252236208355003,0.7417197819920052,1.0030483931197918,2
99,-0.2219039600239072,-0.5472482734368505,-0.411704437973029,0.9826479415500652,-0.5465677148756493,1
100,-0.3347745588653227,0.2430066120126604,-0.4494064745224209,0.9902979910637033,-0.5465677148756493,1
